iteration,leaf_node_id,document_id,layer_0_node_id,layer_1_node_id,layer_2_node_id
0,2,0,0,1,2
0,2,6,0,1,2
0,2,13,0,1,2
0,2,18,0,1,2
0,2,23,0,1,2
0,2,32,0,1,2
0,2,33,0,1,2
0,2,41,0,1,2
0,2,51,0,1,2
0,2,62,0,1,2
0,2,63,0,1,2
0,2,70,0,1,2
0,2,72,0,1,2
0,2,74,0,1,2
0,2,99,0,1,2
0,2,102,0,1,2
0,2,106,0,1,2
0,2,116,0,1,2
0,2,118,0,1,2
0,2,135,0,1,2
0,2,137,0,1,2
0,2,139,0,1,2
0,2,140,0,1,2
0,2,158,0,1,2
0,2,180,0,1,2
0,2,181,0,1,2
0,2,188,0,1,2
0,2,193,0,1,2
0,2,196,0,1,2
0,2,202,0,1,2
0,2,207,0,1,2
0,2,210,0,1,2
0,2,229,0,1,2
0,2,230,0,1,2
0,2,233,0,1,2
0,2,248,0,1,2
0,2,251,0,1,2
0,2,261,0,1,2
0,2,273,0,1,2
0,2,274,0,1,2
0,2,279,0,1,2
0,2,285,0,1,2
0,2,288,0,1,2
0,2,302,0,1,2
0,2,306,0,1,2
0,2,310,0,1,2
0,2,320,0,1,2
0,2,330,0,1,2
0,2,337,0,1,2
0,2,341,0,1,2
0,2,346,0,1,2
0,2,355,0,1,2
0,2,357,0,1,2
0,2,358,0,1,2
0,2,362,0,1,2
0,2,366,0,1,2
0,2,387,0,1,2
0,2,389,0,1,2
0,2,391,0,1,2
0,2,394,0,1,2
0,2,398,0,1,2
0,2,406,0,1,2
0,2,410,0,1,2
0,2,412,0,1,2
0,2,413,0,1,2
0,2,417,0,1,2
0,2,428,0,1,2
0,2,431,0,1,2
0,2,438,0,1,2
0,2,449,0,1,2
0,2,463,0,1,2
0,2,513,0,1,2
0,2,515,0,1,2
0,2,521,0,1,2
0,2,529,0,1,2
0,2,539,0,1,2
0,2,544,0,1,2
0,2,550,0,1,2
0,2,560,0,1,2
0,2,562,0,1,2
0,2,575,0,1,2
0,2,579,0,1,2
0,2,583,0,1,2
0,2,584,0,1,2
0,2,596,0,1,2
0,2,606,0,1,2
0,2,610,0,1,2
0,2,619,0,1,2
0,2,621,0,1,2
0,2,628,0,1,2
0,2,631,0,1,2
0,2,633,0,1,2
0,2,637,0,1,2
0,2,639,0,1,2
0,2,640,0,1,2
0,2,642,0,1,2
0,2,646,0,1,2
0,2,661,0,1,2
0,2,666,0,1,2
0,2,688,0,1,2
0,2,690,0,1,2
0,2,696,0,1,2
0,2,718,0,1,2
0,2,720,0,1,2
